,district,state,year,month,temperature,rainfall,humidity
51146,south 24 parganas,west bengal,2000,4,29.2,2.65,74.28
51147,haora,west bengal,2000,4,30.87,2.34,64.9
51148,kolkata,west bengal,2000,4,30.87,2.34,64.9
51151,hugli,west bengal,2000,4,31.4,2.33,59.25
51154,barddhaman,west bengal,2000,4,31.62,2.56,53.9
51155,nadia,west bengal,2000,4,31.62,2.71,55.6
51164,murshidabad,west bengal,2000,4,31.36,2.73,43.31
51171,maldah,west bengal,2000,4,30.84,2.74,41.96
51179,dakshin dinajpur,west bengal,2000,4,30.01,3.27,44.95
51187,uttar dinajpur,west bengal,2000,4,29.58,3.51,41.06
51199,east midnapore,west bengal,2001,4,30.58,1.19,64.68
51200,north 24 parganas,west bengal,2001,4,30.48,1.04,64.81
51201,south 24 parganas,west bengal,2001,4,30.48,1.04,64.81
51202,haora,west bengal,2001,4,31.43,1.08,56.33
51203,kolkata,west bengal,2001,4,31.43,1.08,56.33
51206,hugli,west bengal,2001,4,31.66,1.02,50.26
51209,barddhaman,west bengal,2001,4,31.73,1.09,44.5
51210,nadia,west bengal,2001,4,31.87,1.07,46.06
51219,murshidabad,west bengal,2001,4,31.75,1.18,35.98
51226,maldah,west bengal,2001,4,31.52,1.19,34.04
51234,dakshin dinajpur,west bengal,2001,4,30.94,1.49,35.08
51242,uttar dinajpur,west bengal,2001,4,30.51,2.29,32.13
51254,east midnapore,west bengal,2002,4,29.81,1.35,70.27
51255,north 24 parganas,west bengal,2002,4,29.62,1.49,70.08
51256,south 24 parganas,west bengal,2002,4,29.62,1.49,70.08
51257,haora,west bengal,2002,4,31.06,1.44,62.19
51258,kolkata,west bengal,2002,4,31.06,1.44,62.19
51261,hugli,west bengal,2002,4,31.48,1.52,57.19
51264,barddhaman,west bengal,2002,4,31.66,1.77,52.31
51265,nadia,west bengal,2002,4,31.62,1.91,53.96
51274,murshidabad,west bengal,2002,4,30.72,3.71,50.65
51281,maldah,west bengal,2002,4,29.83,4.88,52.48
51289,dakshin dinajpur,west bengal,2002,4,28.69,6.32,57.96
51297,uttar dinajpur,west bengal,2002,4,28.54,5.05,53.33
51309,east midnapore,west bengal,2003,4,30.36,0.48,70.01
51310,north 24 parganas,west bengal,2003,4,30.12,0.54,70.77
51311,south 24 parganas,west bengal,2003,4,30.12,0.54,70.77
51312,haora,west bengal,2003,4,31.48,0.5,62.05
51313,kolkata,west bengal,2003,4,31.48,0.5,62.05
51316,hugli,west bengal,2003,4,31.82,0.6,56.76
51319,barddhaman,west bengal,2003,4,31.9,0.9,51.87
51320,nadia,west bengal,2003,4,31.82,0.95,54.13
51329,murshidabad,west bengal,2003,4,31.58,1.61,44.21
51336,maldah,west bengal,2003,4,31.09,1.77,42.75
51344,dakshin dinajpur,west bengal,2003,4,30.22,2.31,46.96
51352,uttar dinajpur,west bengal,2003,4,30.03,1.64,41.91
51364,east midnapore,west bengal,2004,4,29.74,2.69,72.04
51365,north 24 parganas,west bengal,2004,4,29.52,2.51,72.8
51366,south 24 parganas,west bengal,2004,4,29.52,2.51,72.8
51367,haora,west bengal,2004,4,31.1,2.55,63.32
51368,kolkata,west bengal,2004,4,31.1,2.55,63.32
51371,hugli,west bengal,2004,4,31.73,2.54,57.64
51374,barddhaman,west bengal,2004,4,31.97,2.84,53.23
51375,nadia,west bengal,2004,4,31.73,2.86,56.25
51384,murshidabad,west bengal,2004,4,31.36,3.55,49.45
51391,maldah,west bengal,2004,4,30.89,3.56,48.88
51399,dakshin dinajpur,west bengal,2004,4,29.82,3.8,53.94
51407,uttar dinajpur,west bengal,2004,4,29.71,2.97,48.52
51419,east midnapore,west bengal,2005,4,30.1,1.79,67.63
51420,north 24 parganas,west bengal,2005,4,29.92,1.45,68.38
51421,south 24 parganas,west bengal,2005,4,29.92,1.45,68.38
51422,haora,west bengal,2005,4,31.01,1.42,59.18
51423,kolkata,west bengal,2005,4,31.01,1.42,59.18
51426,hugli,west bengal,2005,4,31.34,1.07,52.93
51429,barddhaman,west bengal,2005,4,31.48,0.86,47.66
51430,nadia,west bengal,2005,4,31.8,0.77,48.36
51439,murshidabad,west bengal,2005,4,31.5,0.82,39.47
51446,maldah,west bengal,2005,4,31.11,1.0,38.18
51454,dakshin dinajpur,west bengal,2005,4,30.38,1.48,42.7
51462,uttar dinajpur,west bengal,2005,4,29.77,1.42,39.26
51474,east midnapore,west bengal,2006,4,30.3,2.15,67.15
51475,north 24 parganas,west bengal,2006,4,30.23,2.04,66.6
51476,south 24 parganas,west bengal,2006,4,30.23,2.04,66.6
51477,haora,west bengal,2006,4,31.42,2.08,59.15
51478,kolkata,west bengal,2006,4,31.42,2.08,59.15
51481,hugli,west bengal,2006,4,31.83,1.95,53.95
51484,barddhaman,west bengal,2006,4,31.87,1.93,49.93
51485,nadia,west bengal,2006,4,31.9,1.91,51.4
51494,murshidabad,west bengal,2006,4,31.05,2.26,45.88
51501,maldah,west bengal,2006,4,30.6,2.17,44.47
51509,dakshin dinajpur,west bengal,2006,4,29.91,2.26,47.0
51517,uttar dinajpur,west bengal,2006,4,29.5,1.71,41.22
51529,east midnapore,west bengal,2007,4,30.3,0.96,66.14
51530,north 24 parganas,west bengal,2007,4,30.05,1.0,66.5
51531,south 24 parganas,west bengal,2007,4,30.05,1.0,66.5
51532,haora,west bengal,2007,4,31.41,1.07,58.61
51533,kolkata,west bengal,2007,4,31.41,1.07,58.61
51536,hugli,west bengal,2007,4,31.67,1.18,54.42
51539,barddhaman,west bengal,2007,4,31.79,1.33,50.27
51540,nadia,west bengal,2007,4,31.88,1.36,50.85
51549,murshidabad,west bengal,2007,4,31.94,1.25,42.81
51556,maldah,west bengal,2007,4,31.91,1.1,40.18
51564,dakshin dinajpur,west bengal,2007,4,31.34,1.01,42.21
51572,uttar dinajpur,west bengal,2007,4,30.89,0.97,39.36
51584,east midnapore,west bengal,2008,4,29.29,2.55,69.14
51585,north 24 parganas,west bengal,2008,4,29.3,2.38,68.63
51586,south 24 parganas,west bengal,2008,4,29.3,2.38,68.63
51587,haora,west bengal,2008,4,29.83,2.51,62.84
51588,kolkata,west bengal,2008,4,29.83,2.51,62.84
51591,hugli,west bengal,2008,4,30.11,2.13,57.12
51594,barddhaman,west bengal,2008,4,30.5,1.63,50.64
51595,nadia,west bengal,2008,4,30.74,1.5,50.9
51604,murshidabad,west bengal,2008,4,31.14,0.99,41.54
51611,maldah,west bengal,2008,4,31.13,0.94,39.42
51619,dakshin dinajpur,west bengal,2008,4,30.63,1.24,40.9
51627,uttar dinajpur,west bengal,2008,4,29.93,1.44,39.66
51639,east midnapore,west bengal,2009,4,31.27,0.1,62.07
51640,north 24 parganas,west bengal,2009,4,31.06,0.28,63.22
51641,south 24 parganas,west bengal,2009,4,31.06,0.28,63.22
51642,haora,west bengal,2009,4,32.27,0.07,52.76
51643,kolkata,west bengal,2009,4,32.27,0.07,52.76
51646,hugli,west bengal,2009,4,32.3,0.09,46.17
51649,barddhaman,west bengal,2009,4,32.16,0.19,40.17
51650,nadia,west bengal,2009,4,32.28,0.24,43.46
51659,murshidabad,west bengal,2009,4,31.72,0.64,33.65
51666,maldah,west bengal,2009,4,31.43,1.03,32.56
51674,dakshin dinajpur,west bengal,2009,4,30.82,1.79,36.37
51682,uttar dinajpur,west bengal,2009,4,30.33,2.08,33.13
51694,east midnapore,west bengal,2010,4,31.23,0.54,68.57
51695,north 24 parganas,west bengal,2010,4,30.96,0.58,69.54
51696,south 24 parganas,west bengal,2010,4,30.96,0.58,69.54
51697,haora,west bengal,2010,4,32.76,0.7,58.61
51698,kolkata,west bengal,2010,4,32.76,0.7,58.61
51701,hugli,west bengal,2010,4,33.27,0.89,52.97
51704,barddhaman,west bengal,2010,4,33.51,1.08,47.51
51705,nadia,west bengal,2010,4,33.6,1.1,48.91
51714,murshidabad,west bengal,2010,4,33.57,1.19,36.66
51721,maldah,west bengal,2010,4,33.1,1.26,34.61
51729,dakshin dinajpur,west bengal,2010,4,32.19,1.71,39.02
51737,uttar dinajpur,west bengal,2010,4,31.72,1.65,34.65
51749,east midnapore,west bengal,2011,4,29.39,2.07,66.66
51750,north 24 parganas,west bengal,2011,4,29.23,2.05,66.88
51751,south 24 parganas,west bengal,2011,4,29.23,2.05,66.88
51752,haora,west bengal,2011,4,30.17,2.22,60.22
51753,kolkata,west bengal,2011,4,30.17,2.22,60.22
51756,hugli,west bengal,2011,4,30.4,2.43,55.63
51759,barddhaman,west bengal,2011,4,30.38,2.69,51.62
51760,nadia,west bengal,2011,4,30.2,2.49,54.97
51769,murshidabad,west bengal,2011,4,29.91,2.78,47.85
51776,maldah,west bengal,2011,4,29.8,2.45,45.41
51784,dakshin dinajpur,west bengal,2011,4,29.33,2.16,46.54
51792,uttar dinajpur,west bengal,2011,4,28.74,2.12,43.43
51804,east midnapore,west bengal,2012,4,30.21,3.09,69.42
51805,north 24 parganas,west bengal,2012,4,29.94,2.79,70.05
51806,south 24 parganas,west bengal,2012,4,29.94,2.79,70.05
51807,haora,west bengal,2012,4,31.08,3.11,62.3
51808,kolkata,west bengal,2012,4,31.08,3.11,62.3
51811,hugli,west bengal,2012,4,31.47,2.91,57.16
51814,barddhaman,west bengal,2012,4,31.57,2.64,52.95
51815,nadia,west bengal,2012,4,31.35,2.66,55.97
51824,murshidabad,west bengal,2012,4,31.41,2.07,46.4
51831,maldah,west bengal,2012,4,31.18,2.05,43.55
51839,dakshin dinajpur,west bengal,2012,4,30.25,2.93,45.74
51847,uttar dinajpur,west bengal,2012,4,29.94,2.99,41.39
51859,east midnapore,west bengal,2013,4,30.41,2.06,64.49
51860,north 24 parganas,west bengal,2013,4,30.26,1.84,64.98
51861,south 24 parganas,west bengal,2013,4,30.26,1.84,64.98
51862,haora,west bengal,2013,4,31.51,1.89,56.01
51863,kolkata,west bengal,2013,4,31.51,1.89,56.01
51866,hugli,west bengal,2013,4,31.86,1.65,49.31
51869,barddhaman,west bengal,2013,4,31.87,1.49,42.94
51870,nadia,west bengal,2013,4,31.83,1.35,46.62
51879,murshidabad,west bengal,2013,4,31.25,1.74,38.69
51886,maldah,west bengal,2013,4,30.74,2.14,37.95
51894,dakshin dinajpur,west bengal,2013,4,30.18,2.53,38.66
51902,uttar dinajpur,west bengal,2013,4,29.8,2.83,35.73
51914,east midnapore,west bengal,2014,4,32.2,0.18,56.29
51915,north 24 parganas,west bengal,2014,4,32.12,0.09,56.73
51916,south 24 parganas,west bengal,2014,4,32.12,0.09,56.73
51917,haora,west bengal,2014,4,32.93,0.11,47.47
51918,kolkata,west bengal,2014,4,32.93,0.11,47.47
51921,hugli,west bengal,2014,4,32.7,0.12,42.77
51924,barddhaman,west bengal,2014,4,32.64,0.32,38.45
51925,nadia,west bengal,2014,4,33.37,0.3,36.92
51934,murshidabad,west bengal,2014,4,32.81,0.75,30.53
51941,maldah,west bengal,2014,4,32.65,0.54,27.68
51949,dakshin dinajpur,west bengal,2014,4,32.09,0.37,27.86
51957,uttar dinajpur,west bengal,2014,4,31.61,0.36,24.14
51969,east midnapore,west bengal,2015,4,28.87,3.9,73.18
51970,north 24 parganas,west bengal,2015,4,28.7,4.08,73.86
51971,south 24 parganas,west bengal,2015,4,28.7,4.08,73.86
51972,haora,west bengal,2015,4,29.51,3.57,67.09
51973,kolkata,west bengal,2015,4,29.51,3.57,67.09
51976,hugli,west bengal,2015,4,29.79,3.64,62.58
51979,barddhaman,west bengal,2015,4,29.83,3.67,59.69
51980,nadia,west bengal,2015,4,29.17,4.14,64.75
51989,murshidabad,west bengal,2015,4,29.68,3.59,56.18
51996,maldah,west bengal,2015,4,29.61,3.33,53.82
52004,dakshin dinajpur,west bengal,2015,4,29.01,3.91,55.48
52012,uttar dinajpur,west bengal,2015,4,28.96,3.06,50.02
52024,east midnapore,west bengal,2016,4,31.69,0.24,65.1
52025,north 24 parganas,west bengal,2016,4,31.35,0.25,66.57
52026,south 24 parganas,west bengal,2016,4,31.35,0.25,66.57
52027,haora,west bengal,2016,4,33.32,0.15,55.21
52028,kolkata,west bengal,2016,4,33.32,0.15,55.21
52031,hugli,west bengal,2016,4,33.9,0.17,49.28
52034,barddhaman,west bengal,2016,4,34.13,0.4,44.27
52035,nadia,west bengal,2016,4,33.34,1.25,50.27
52044,murshidabad,west bengal,2016,4,33.81,1.02,37.08
52051,maldah,west bengal,2016,4,33.76,0.86,32.61
52059,dakshin dinajpur,west bengal,2016,4,32.55,1.08,36.6
52067,uttar dinajpur,west bengal,2016,4,33.05,0.67,27.94
52079,east midnapore,west bengal,2017,4,29.67,1.14,72.59
52080,north 24 parganas,west bengal,2017,4,29.33,1.63,73.63
52081,south 24 parganas,west bengal,2017,4,29.33,1.63,73.63
52082,haora,west bengal,2017,4,31.01,0.81,63.64
52083,kolkata,west bengal,2017,4,31.01,0.81,63.64
52086,hugli,west bengal,2017,4,31.67,1.14,57.78
52089,barddhaman,west bengal,2017,4,31.91,2.16,53.34
52090,nadia,west bengal,2017,4,31.06,5.18,58.82
52099,murshidabad,west bengal,2017,4,31.27,4.01,51.14
52106,maldah,west bengal,2017,4,30.76,4.11,51.5
52114,dakshin dinajpur,west bengal,2017,4,28.85,6.81,62.81
52122,uttar dinajpur,west bengal,2017,4,29.56,4.12,51.62
52134,east midnapore,west bengal,2018,4,28.88,3.98,72.6
52135,north 24 parganas,west bengal,2018,4,28.85,3.59,71.82
52136,south 24 parganas,west bengal,2018,4,28.85,3.59,71.82
52137,haora,west bengal,2018,4,29.5,3.67,67.35
52138,kolkata,west bengal,2018,4,29.5,3.67,67.35
52141,hugli,west bengal,2018,4,29.59,4.15,64.28
52144,barddhaman,west bengal,2018,4,29.45,4.58,61.99
52145,nadia,west bengal,2018,4,28.51,7.82,68.63
52154,murshidabad,west bengal,2018,4,29.2,4.82,58.85
52161,maldah,west bengal,2018,4,29.13,4.66,57.91
52169,dakshin dinajpur,west bengal,2018,4,28.04,6.94,64.4
52177,uttar dinajpur,west bengal,2018,4,28.53,4.35,56.45
52189,east midnapore,west bengal,2019,4,29.78,1.95,70.61
52190,north 24 parganas,west bengal,2019,4,29.52,2.37,71.24
52191,south 24 parganas,west bengal,2019,4,29.52,2.37,71.24
52192,haora,west bengal,2019,4,30.85,1.57,62.81
52193,kolkata,west bengal,2019,4,30.85,1.57,62.81
52196,hugli,west bengal,2019,4,31.38,1.35,57.28
52199,barddhaman,west bengal,2019,4,31.67,1.58,52.72
52200,nadia,west bengal,2019,4,31.6,1.57,53.83
52209,murshidabad,west bengal,2019,4,31.48,2.6,48.35
52216,maldah,west bengal,2019,4,31.01,2.73,48.61
52224,dakshin dinajpur,west bengal,2019,4,30.1,2.71,52.91
52232,uttar dinajpur,west bengal,2019,4,29.67,2.87,50.39
52244,east midnapore,west bengal,2020,4,29.68,4.45,67.18
52245,north 24 parganas,west bengal,2020,4,29.66,4.83,66.88
52246,south 24 parganas,west bengal,2020,4,29.66,4.83,66.88
52247,haora,west bengal,2020,4,30.23,2.93,60.24
52248,kolkata,west bengal,2020,4,30.23,2.93,60.24
52251,hugli,west bengal,2020,4,30.32,2.67,55.52
52254,barddhaman,west bengal,2020,4,30.39,2.43,51.3
52255,nadia,west bengal,2020,4,29.64,3.87,57.67
52264,murshidabad,west bengal,2020,4,29.68,2.5,49.49
52271,maldah,west bengal,2020,4,28.88,2.9,51.69
52279,dakshin dinajpur,west bengal,2020,4,27.6,5.24,58.6
52287,uttar dinajpur,west bengal,2020,4,27.37,3.33,55.19
52299,east midnapore,west bengal,2021,4,30.53,0.92,63.14
52300,north 24 parganas,west bengal,2021,4,30.74,0.5,61.05
52301,south 24 parganas,west bengal,2021,4,30.74,0.5,61.05
52302,haora,west bengal,2021,4,31.55,0.98,54.73
52303,kolkata,west bengal,2021,4,31.55,0.98,54.73
52306,hugli,west bengal,2021,4,32.0,0.81,48.42
52309,barddhaman,west bengal,2021,4,32.35,0.55,41.77
52310,nadia,west bengal,2021,4,32.52,0.63,42.54
52319,murshidabad,west bengal,2021,4,32.46,0.52,31.51
52326,maldah,west bengal,2021,4,32.0,0.66,30.18
52334,dakshin dinajpur,west bengal,2021,4,30.52,1.76,37.66
52342,uttar dinajpur,west bengal,2021,4,30.03,1.63,32.71
52354,east midnapore,west bengal,2022,4,30.59,0.29,69.18
52355,north 24 parganas,west bengal,2022,4,30.47,0.23,68.45
52356,south 24 parganas,west bengal,2022,4,30.47,0.23,68.45
52357,haora,west bengal,2022,4,31.95,0.24,61.03
52358,kolkata,west bengal,2022,4,31.95,0.24,61.03
52361,hugli,west bengal,2022,4,32.22,0.37,57.62
52364,barddhaman,west bengal,2022,4,32.46,0.52,53.53
52365,nadia,west bengal,2022,4,32.89,0.72,51.76
52374,murshidabad,west bengal,2022,4,32.59,0.94,46.92
52381,maldah,west bengal,2022,4,31.75,1.32,48.48
52389,dakshin dinajpur,west bengal,2022,4,29.51,4.14,60.01
52397,uttar dinajpur,west bengal,2022,4,29.06,2.99,56.43
52409,east midnapore,west bengal,2023,4,30.92,2.04,59.63
52410,north 24 parganas,west bengal,2023,4,30.81,2.06,62.05
52411,south 24 parganas,west bengal,2023,4,30.81,2.06,62.05
52412,haora,west bengal,2023,4,31.65,1.81,49.63
52413,kolkata,west bengal,2023,4,31.65,1.81,49.63
52416,hugli,west bengal,2023,4,31.87,1.67,42.49
52419,barddhaman,west bengal,2023,4,31.87,1.55,38.03
52420,nadia,west bengal,2023,4,31.19,2.99,45.83
52429,murshidabad,west bengal,2023,4,31.27,1.51,36.2
52436,maldah,west bengal,2023,4,30.91,1.44,35.66
52444,dakshin dinajpur,west bengal,2023,4,29.62,2.22,42.8
52452,uttar dinajpur,west bengal,2023,4,29.55,1.86,38.08
56089,jalpaiguri,west bengal,2000,4,28.82,3.87,40.38
56090,kochbihar,west bengal,2000,4,27.76,4.58,46.18
56101,darjiling,west bengal,2000,4,21.03,2.86,40.31
56128,jalpaiguri,west bengal,2001,4,29.61,2.98,33.4
56129,kochbihar,west bengal,2001,4,28.59,3.22,38.7
56140,darjiling,west bengal,2001,4,21.19,2.59,37.3
56167,jalpaiguri,west bengal,2002,4,27.61,5.01,53.38
56168,kochbihar,west bengal,2002,4,26.47,7.28,58.76
56179,darjiling,west bengal,2002,4,19.83,2.39,58.08
56206,jalpaiguri,west bengal,2003,4,29.12,1.85,42.44
56207,kochbihar,west bengal,2003,4,27.82,3.29,49.6
56218,darjiling,west bengal,2003,4,21.35,0.91,42.13
56245,jalpaiguri,west bengal,2004,4,28.65,2.85,49.32
56246,kochbihar,west bengal,2004,4,27.26,4.61,56.89
56257,darjiling,west bengal,2004,4,20.69,1.62,53.3
56284,jalpaiguri,west bengal,2005,4,28.98,1.86,39.76
56285,kochbihar,west bengal,2005,4,27.89,2.5,45.62
56296,darjiling,west bengal,2005,4,20.78,1.72,41.76
56323,jalpaiguri,west bengal,2006,4,28.68,1.91,39.71
56324,kochbihar,west bengal,2006,4,27.47,2.8,45.16
56335,darjiling,west bengal,2006,4,20.51,1.6,43.8
56362,jalpaiguri,west bengal,2007,4,29.93,1.12,40.87
56363,kochbihar,west bengal,2007,4,28.85,1.64,46.37
56374,darjiling,west bengal,2007,4,21.57,0.98,47.01
56401,jalpaiguri,west bengal,2008,4,29.23,1.72,39.48
56402,kochbihar,west bengal,2008,4,28.27,1.92,43.77
56413,darjiling,west bengal,2008,4,20.88,1.35,45.49
56440,jalpaiguri,west bengal,2009,4,29.68,2.42,34.23
56441,kochbihar,west bengal,2009,4,28.78,2.66,38.78
56452,darjiling,west bengal,2009,4,21.52,1.51,38.42
56479,jalpaiguri,west bengal,2010,4,30.74,1.88,36.0
56480,kochbihar,west bengal,2010,4,29.44,2.76,43.13
56491,darjiling,west bengal,2010,4,22.52,1.08,38.37
56518,jalpaiguri,west bengal,2011,4,28.13,1.99,42.02
56519,kochbihar,west bengal,2011,4,27.43,1.78,45.03
56530,darjiling,west bengal,2011,4,19.72,1.87,49.34
56557,jalpaiguri,west bengal,2012,4,28.8,3.96,43.0
56558,kochbihar,west bengal,2012,4,27.63,5.21,48.6
56569,darjiling,west bengal,2012,4,20.62,2.7,48.96
56596,jalpaiguri,west bengal,2013,4,29.2,2.77,35.56
56597,kochbihar,west bengal,2013,4,28.4,2.73,38.69
56608,darjiling,west bengal,2013,4,20.6,2.12,43.8
56635,jalpaiguri,west bengal,2014,4,30.77,0.71,25.41
56636,kochbihar,west bengal,2014,4,29.92,0.79,29.32
56647,darjiling,west bengal,2014,4,21.89,1.01,31.83
56674,jalpaiguri,west bengal,2015,4,28.59,3.85,48.29
56675,kochbihar,west bengal,2015,4,27.93,3.85,51.6
56686,darjiling,west bengal,2015,4,19.83,3.34,58.26
56713,jalpaiguri,west bengal,2016,4,30.99,2.37,36.94
56714,kochbihar,west bengal,2016,4,29.29,3.83,47.42
56725,darjiling,west bengal,2016,4,22.98,2.26,39.01
56752,jalpaiguri,west bengal,2017,4,28.28,5.56,55.49
56753,kochbihar,west bengal,2017,4,27.03,7.17,63.54
56764,darjiling,west bengal,2017,4,21.04,2.67,52.62
56791,jalpaiguri,west bengal,2018,4,27.23,6.2,59.56
56792,kochbihar,west bengal,2018,4,26.13,7.86,65.88
56803,darjiling,west bengal,2018,4,19.64,3.13,62.6
56830,jalpaiguri,west bengal,2019,4,28.1,4.5,54.22
56831,kochbihar,west bengal,2019,4,26.87,5.72,59.83
56842,darjiling,west bengal,2019,4,20.0,4.02,62.0
56869,jalpaiguri,west bengal,2020,4,26.52,4.93,56.87
56870,kochbihar,west bengal,2020,4,25.88,6.42,59.49
56881,darjiling,west bengal,2020,4,18.53,3.44,64.44
56908,jalpaiguri,west bengal,2021,4,28.76,3.17,37.23
56909,kochbihar,west bengal,2021,4,27.74,3.41,42.81
56920,darjiling,west bengal,2021,4,20.78,2.68,37.3
56947,jalpaiguri,west bengal,2022,4,26.81,7.63,65.27
56948,kochbihar,west bengal,2022,4,25.41,10.64,73.04
56959,darjiling,west bengal,2022,4,20.47,5.19,61.84
56986,jalpaiguri,west bengal,2023,4,28.37,3.11,43.16
56987,kochbihar,west bengal,2023,4,27.4,2.69,48.07
56998,darjiling,west bengal,2023,4,20.18,3.18,49.79
61394,west midnapore,west bengal,2000,5,30.16,6.25,73.76
61403,bankura,west bengal,2000,5,31.3,5.09,64.36
61413,puruliya,west bengal,2000,5,32.25,3.64,54.35
61424,birbhum,west bengal,2000,5,30.84,5.87,67.26
61564,west midnapore,west bengal,2001,5,31.63,7.43,68.0
61573,bankura,west bengal,2001,5,32.18,5.9,61.67
61583,puruliya,west bengal,2001,5,32.87,3.6,52.65
61594,birbhum,west bengal,2001,5,31.57,5.7,63.17
61734,west midnapore,west bengal,2002,5,33.43,4.38,57.62
61743,bankura,west bengal,2002,5,33.87,3.24,50.05
61753,puruliya,west bengal,2002,5,33.78,2.07,43.12
61764,birbhum,west bengal,2002,5,33.16,3.34,52.17
61904,west midnapore,west bengal,2003,5,32.85,2.71,56.39
61913,bankura,west bengal,2003,5,33.03,2.38,48.23
61923,puruliya,west bengal,2003,5,33.04,1.55,38.71
61934,birbhum,west bengal,2003,5,32.72,2.8,47.56
62074,west midnapore,west bengal,2004,5,33.14,1.88,58.48
62083,bankura,west bengal,2004,5,33.8,1.98,49.57
62093,puruliya,west bengal,2004,5,34.05,1.48,39.76
62104,birbhum,west bengal,2004,5,33.83,1.85,47.32
62244,west midnapore,west bengal,2005,5,31.74,3.76,65.91
62253,bankura,west bengal,2005,5,32.98,2.38,52.8
62263,puruliya,west bengal,2005,5,33.83,1.12,38.03
62274,birbhum,west bengal,2005,5,33.18,1.99,50.18
62414,west midnapore,west bengal,2006,5,30.93,4.69,68.29
62423,bankura,west bengal,2006,5,31.49,4.74,62.44
62433,puruliya,west bengal,2006,5,31.81,4.18,56.04
62444,birbhum,west bengal,2006,5,31.56,5.15,61.29
62584,west midnapore,west bengal,2007,5,31.98,2.85,60.56
62593,bankura,west bengal,2007,5,32.1,2.75,55.96
62603,puruliya,west bengal,2007,5,32.33,2.0,49.27
62614,birbhum,west bengal,2007,5,32.32,3.42,54.57
62754,west midnapore,west bengal,2008,5,31.77,3.91,64.13
62763,bankura,west bengal,2008,5,32.32,3.59,56.76
62773,puruliya,west bengal,2008,5,32.82,2.48,47.18
62784,birbhum,west bengal,2008,5,32.2,4.27,56.21
62924,west midnapore,west bengal,2009,5,30.73,7.88,69.99
62933,bankura,west bengal,2009,5,31.13,6.28,62.93
62943,puruliya,west bengal,2009,5,31.42,4.58,54.68
62954,birbhum,west bengal,2009,5,31.2,5.64,59.99
63094,west midnapore,west bengal,2010,5,31.59,5.21,68.66
63103,bankura,west bengal,2010,5,32.21,3.98,60.97
63113,puruliya,west bengal,2010,5,32.8,2.43,50.8
